Sample,Analyte,Element,HT, ,units,rep,1/3/2022,10:13:38
165693-1,1,Ag,1,0.001,mg/L,1,1/3/2022,10:37:49
165693-1,1,Al,1,0.215,mg/L,1,1/3/2022,10:37:49
165693-1,1,Au,1,Uncal,mg/L,1,1/3/2022,10:37:49
165693-1,1,B,1,0.689,mg/L,1,1/3/2022,10:37:49
165693-1,1,Ba,1,0.0250,mg/L,1,1/3/2022,10:37:49
165693-1,1,Be,1,0.000,mg/L,1,1/3/2022,10:37:49
165693-1,1,Ca,1,23.300,mg/L,1,1/3/2022,10:37:49
165693-1,1,Co,1,-0.0371,mg/L,1,1/3/2022,10:37:49
165693-1,1,Cr,1,Uncal,mg/L,1,1/3/2022,10:37:49
165693-1,1,Cu,1,0.150,mg/L,1,1/3/2022,10:37:49
165693-1,1,Fe,1,Uncal,mg/L,1,1/3/2022,10:37:49
165693-1,1,K,1,0.65,mg/L,1,1/3/2022,10:37:49
165693-1,1,La,1,Uncal,mg/L,1,1/3/2022,10:37:49
165693-1,1,Mg,1,4.50,mg/L,1,1/3/2022,10:37:49
165693-1,1,Mn,1,-0.685,mg/L,1,1/3/2022,10:37:49
165693-1,1,Mo,1,-0.060,mg/L,1,1/3/2022,10:37:49
165693-1,1,Na,1,33.64,mg/L,1,1/3/2022,10:37:49
165693-1,1,Ni,1,Uncal,mg/L,1,1/3/2022,10:37:49
165693-1,1,P,1,-0.019,mg/L,1,1/3/2022,10:37:49
165693-1,1,S,1,4.39,mg/L,1,1/3/2022,10:37:49
165693-1,1,Sc,1,Uncal,mg/L,1,1/3/2022,10:37:49
165693-1,1,Si,1,5.540,mg/L,1,1/3/2022,10:37:49
165693-1,1,Sn,1,-0.001,mg/L,1,1/3/2022,10:37:49
165693-1,1,Sr,1,0.21,mg/L,1,1/3/2022,10:37:49
165693-1,1,Ti,1,0.002,mg/L,1,1/3/2022,10:37:49
165693-1,1,V,1,-0.002,mg/L,1,1/3/2022,10:37:49
165693-1,1,W,1,0.002,mg/L,1,1/3/2022,10:37:49
165693-1,1,Zn,1,0.1040,mg/L,1,1/3/2022,10:37:49
165697-1,1,Ag,1,0.000,mg/L,1,1/3/2022,10:40:02
165697-1,1,Al,1,0.172,mg/L,1,1/3/2022,10:40:02
165697-1,1,Au,1,Uncal,mg/L,1,1/3/2022,10:40:02
165697-1,1,B,1,0.630,mg/L,1,1/3/2022,10:40:02
165697-1,1,Ba,1,0.0526,mg/L,1,1/3/2022,10:40:02
165697-1,1,Be,1,0.000,mg/L,1,1/3/2022,10:40:02
165697-1,1,Ca,1,14.000,mg/L,1,1/3/2022,10:40:02
165697-1,1,Co,1,-0.0374,mg/L,1,1/3/2022,10:40:02
165697-1,1,Cr,1,Uncal,mg/L,1,1/3/2022,10:40:02
165697-1,1,Cu,1,-0.023,mg/L,1,1/3/2022,10:40:02
165697-1,1,Fe,1,Uncal,mg/L,1,1/3/2022,10:40:02
165697-1,1,K,1,0.22,mg/L,1,1/3/2022,10:40:02
165697-1,1,La,1,Uncal,mg/L,1,1/3/2022,10:40:02
165697-1,1,Mg,1,1.33,mg/L,1,1/3/2022,10:40:02
165697-1,1,Mn,1,-0.632,mg/L,1,1/3/2022,10:40:02
165697-1,1,Mo,1,-0.064,mg/L,1,1/3/2022,10:40:02
165697-1,1,Na,1,5.58,mg/L,1,1/3/2022,10:40:02
165697-1,1,Ni,1,Uncal,mg/L,1,1/3/2022,10:40:02
165697-1,1,P,1,-0.028,mg/L,1,1/3/2022,10:40:02
165697-1,1,S,1,1.16,mg/L,1,1/3/2022,10:40:02
165697-1,1,Sc,1,Uncal,mg/L,1,1/3/2022,10:40:02
165697-1,1,Si,1,2.610,mg/L,1,1/3/2022,10:40:02
165697-1,1,Sn,1,0.000,mg/L,1,1/3/2022,10:40:02
165697-1,1,Sr,1,0.02,mg/L,1,1/3/2022,10:40:02
165697-1,1,Ti,1,0.001,mg/L,1,1/3/2022,10:40:02
165697-1,1,V,1,-0.003,mg/L,1,1/3/2022,10:40:02
165697-1,1,W,1,0.000,mg/L,1,1/3/2022,10:40:02
165697-1,1,Zn,1,0.0045,mg/L,1,1/3/2022,10:40:02
165699-1,1,Ag,1,0.000,mg/L,1,1/3/2022,10:42:14
165699-1,1,Al,1,0.271,mg/L,1,1/3/2022,10:42:14
165699-1,1,Au,1,Uncal,mg/L,1,1/3/2022,10:42:14
165699-1,1,B,1,0.946,mg/L,1,1/3/2022,10:42:14
165699-1,1,Ba,1,0.0069,mg/L,1,1/3/2022,10:42:14
165699-1,1,Be,1,0.000,mg/L,1,1/3/2022,10:42:14
165699-1,1,Ca,1,90.000,mg/L,1,1/3/2022,10:42:14
165699-1,1,Co,1,-0.0374,mg/L,1,1/3/2022,10:42:14
165699-1,1,Cr,1,Uncal,mg/L,1,1/3/2022,10:42:14
165699-1,1,Cu,1,0.030,mg/L,1,1/3/2022,10:42:14
165699-1,1,Fe,1,Uncal,mg/L,1,1/3/2022,10:42:14
165699-1,1,K,1,229.11,mg/L,1,1/3/2022,10:42:14
165699-1,1,La,1,Uncal,mg/L,1,1/3/2022,10:42:14
165699-1,1,Mg,1,33.58,mg/L,1,1/3/2022,10:42:14
165699-1,1,Mn,1,-0.235,mg/L,1,1/3/2022,10:42:14
165699-1,1,Mo,1,-0.053,mg/L,1,1/3/2022,10:42:14
165699-1,1,Na,1,9.42,mg/L,1,1/3/2022,10:42:14
165699-1,1,Ni,1,Uncal,mg/L,1,1/3/2022,10:42:14
165699-1,1,P,1,81.600,mg/L,1,1/3/2022,10:42:14
165699-1,1,S,1,16.40,mg/L,1,1/3/2022,10:42:14
165699-1,1,Sc,1,Uncal,mg/L,1,1/3/2022,10:42:14
165699-1,1,Si,1,1.170,mg/L,1,1/3/2022,10:42:14
165699-1,1,Sn,1,0.004,mg/L,1,1/3/2022,10:42:14
165699-1,1,Sr,1,0.29,mg/L,1,1/3/2022,10:42:14
165699-1,1,Ti,1,0.003,mg/L,1,1/3/2022,10:42:14
165699-1,1,V,1,-0.002,mg/L,1,1/3/2022,10:42:14
165699-1,1,W,1,0.015,mg/L,1,1/3/2022,10:42:14
165699-1,1,Zn,1,0.3770,mg/L,1,1/3/2022,10:42:14
165699-2,1,Ag,1,0.001,mg/L,1,1/3/2022,10:44:27
165699-2,1,Al,1,0.208,mg/L,1,1/3/2022,10:44:27
165699-2,1,Au,1,Uncal,mg/L,1,1/3/2022,10:44:27
165699-2,1,B,1,1.030,mg/L,1,1/3/2022,10:44:27
165699-2,1,Ba,1,0.0078,mg/L,1,1/3/2022,10:44:27
165699-2,1,Be,1,0.000,mg/L,1,1/3/2022,10:44:27
165699-2,1,Ca,1,66.700,mg/L,1,1/3/2022,10:44:27
165699-2,1,Co,1,-0.0375,mg/L,1,1/3/2022,10:44:27
165699-2,1,Cr,1,Uncal,mg/L,1,1/3/2022,10:44:27
165699-2,1,Cu,1,0.069,mg/L,1,1/3/2022,10:44:27
165699-2,1,Fe,1,Uncal,mg/L,1,1/3/2022,10:44:27
165699-2,1,K,1,287.20,mg/L,1,1/3/2022,10:44:27
165699-2,1,La,1,Uncal,mg/L,1,1/3/2022,10:44:27
165699-2,1,Mg,1,41.00,mg/L,1,1/3/2022,10:44:27
165699-2,1,Mn,1,-0.279,mg/L,1,1/3/2022,10:44:27
165699-2,1,Mo,1,-0.060,mg/L,1,1/3/2022,10:44:27
165699-2,1,Na,1,5.79,mg/L,1,1/3/2022,10:44:27
165699-2,1,Ni,1,Uncal,mg/L,1,1/3/2022,10:44:27
165699-2,1,P,1,116.000,mg/L,1,1/3/2022,10:44:27
165699-2,1,S,1,16.66,mg/L,1,1/3/2022,10:44:27
165699-2,1,Sc,1,Uncal,mg/L,1,1/3/2022,10:44:27
165699-2,1,Si,1,0.492,mg/L,1,1/3/2022,10:44:27
165699-2,1,Sn,1,0.004,mg/L,1,1/3/2022,10:44:27
165699-2,1,Sr,1,0.16,mg/L,1,1/3/2022,10:44:27
165699-2,1,Ti,1,0.000,mg/L,1,1/3/2022,10:44:27
165699-2,1,V,1,-0.002,mg/L,1,1/3/2022,10:44:27
165699-2,1,W,1,0.006,mg/L,1,1/3/2022,10:44:27
165699-2,1,Zn,1,0.5000,mg/L,1,1/3/2022,10:44:27
165667-1,1,Ag,1,0.001,mg/L,1,1/3/2022,10:46:40
165667-1,1,Al,1,34.800,mg/L,1,1/3/2022,10:46:40
165667-1,1,Au,1,Uncal,mg/L,1,1/3/2022,10:46:40
165667-1,1,B,1,0.808,mg/L,1,1/3/2022,10:46:40
165667-1,1,Ba,1,0.4820,mg/L,1,1/3/2022,10:46:40
165667-1,1,Be,1,0.001,mg/L,1,1/3/2022,10:46:40
165667-1,1,Ca,1,144.000,mg/L,1,1/3/2022,10:46:40
165667-1,1,Co,1,-0.0086,mg/L,1,1/3/2022,10:46:40
165667-1,1,Cr,1,Uncal,mg/L,1,1/3/2022,10:46:40
165667-1,1,Cu,1,0.390,mg/L,1,1/3/2022,10:46:40
165667-1,1,Fe,1,Uncal,mg/L,1,1/3/2022,10:46:40
165667-1,1,K,1,64.91,mg/L,1,1/3/2022,10:46:40
165667-1,1,La,1,Uncal,mg/L,1,1/3/2022,10:46:40
165667-1,1,Mg,1,39.55,mg/L,1,1/3/2022,10:46:40
165667-1,1,Mn,1,2.170,mg/L,1,1/3/2022,10:46:40
165667-1,1,Mo,1,-0.043,mg/L,1,1/3/2022,10:46:40
165667-1,1,Na,1,41.71,mg/L,1,1/3/2022,10:46:40
165667-1,1,Ni,1,Uncal,mg/L,1,1/3/2022,10:46:40
165667-1,1,P,1,40.000,mg/L,1,1/3/2022,10:46:40
165667-1,1,S,1,10.47,mg/L,1,1/3/2022,10:46:40
165667-1,1,Sc,1,Uncal,mg/L,1,1/3/2022,10:46:40
165667-1,1,Si,1,1.450,mg/L,1,1/3/2022,10:46:40
165667-1,1,Sn,1,0.012,mg/L,1,1/3/2022,10:46:40
165667-1,1,Sr,1,0.63,mg/L,1,1/3/2022,10:46:40
165667-1,1,Ti,1,1.470,mg/L,1,1/3/2022,10:46:40
165667-1,1,V,1,0.111,mg/L,1,1/3/2022,10:46:40
165667-1,1,W,1,0.048,mg/L,1,1/3/2022,10:46:40
165667-1,1,Zn,1,0.6750,mg/L,1,1/3/2022,10:46:40
165660-1,1,Ag,1,0.002,mg/L,1,1/3/2022,10:48:52
165660-1,1,Al,1,71.200,mg/L,1,1/3/2022,10:48:52
165660-1,1,Au,1,Uncal,mg/L,1,1/3/2022,10:48:52
165660-1,1,B,1,0.489,mg/L,1,1/3/2022,10:48:52
165660-1,1,Ba,1,0.3800,mg/L,1,1/3/2022,10:48:52
165660-1,1,Be,1,0.002,mg/L,1,1/3/2022,10:48:52
165660-1,1,Ca,1,31.600,mg/L,1,1/3/2022,10:48:52
165660-1,1,Co,1,0.0221,mg/L,1,1/3/2022,10:48:52
165660-1,1,Cr,1,Uncal,mg/L,1,1/3/2022,10:48:52
165660-1,1,Cu,1,0.260,mg/L,1,1/3/2022,10:48:52
165660-1,1,Fe,1,Uncal,mg/L,1,1/3/2022,10:48:52
165660-1,1,K,1,4.17,mg/L,1,1/3/2022,10:48:52
165660-1,1,La,1,Uncal,mg/L,1,1/3/2022,10:48:52
165660-1,1,Mg,1,47.07,mg/L,1,1/3/2022,10:48:52
165660-1,1,Mn,1,3.480,mg/L,1,1/3/2022,10:48:52
165660-1,1,Mo,1,-0.065,mg/L,1,1/3/2022,10:48:52
165660-1,1,Na,1,2.99,mg/L,1,1/3/2022,10:48:52
165660-1,1,Ni,1,Uncal,mg/L,1,1/3/2022,10:48:52
165660-1,1,P,1,9.750,mg/L,1,1/3/2022,10:48:52
165660-1,1,S,1,1.38,mg/L,1,1/3/2022,10:48:52
165660-1,1,Sc,1,Uncal,mg/L,1,1/3/2022,10:48:52
165660-1,1,Si,1,0.620,mg/L,1,1/3/2022,10:48:52
165660-1,1,Sn,1,0.001,mg/L,1,1/3/2022,10:48:52
165660-1,1,Sr,1,0.15,mg/L,1,1/3/2022,10:48:52
165660-1,1,Ti,1,2.160,mg/L,1,1/3/2022,10:48:52
165660-1,1,V,1,0.304,mg/L,1,1/3/2022,10:48:52
165660-1,1,W,1,0.018,mg/L,1,1/3/2022,10:48:52
165660-1,1,Zn,1,0.3260,mg/L,1,1/3/2022,10:48:52
